"2/25/2019","6:37:30","47"
"2/25/2019","6:40:00","78"
"2/25/2019","6:42:30","49"
"2/25/2019","6:45:00","87"
"2/25/2019","6:47:30","86"
"2/25/2019","6:50:00","15"
"2/25/2019","6:52:30","18"
"2/25/2019","6:55:00","34"
"2/25/2019","6:57:30","81"
"2/25/2019","7:00:00","95"
"2/25/2019","7:02:30","13"
"2/25/2019","7:05:00","1"
"2/25/2019","7:07:30","38"
"2/25/2019","7:10:00","34"
"2/25/2019","7:12:30","33"
"2/25/2019","7:15:00","65"
"2/25/2019","7:17:30","93"
"2/25/2019","7:20:00","95"
"2/25/2019","7:22:30","42"
"2/25/2019","7:25:00","47"
"2/25/2019","7:27:30","96"
"2/25/2019","7:30:00","56"
"2/25/2019","7:32:30","92"
"2/25/2019","7:35:00","86"
"2/25/2019","7:37:30","85"
"2/25/2019","7:40:00","69"
"2/25/2019","7:42:30","74"
"2/25/2019","7:45:00","48"
"2/25/2019","7:47:30","51"
"2/25/2019","7:50:00","82"
"2/25/2019","7:52:30","72"
"2/25/2019","7:55:00","87"
"2/25/2019","7:57:30","98"
"2/25/2019","8:00:00","77"
"2/25/2019","8:02:30","13"
"2/25/2019","8:05:00","25"
"2/25/2019","8:07:30","72"
"2/25/2019","8:10:00","79"
"2/25/2019","8:12:30","68"
"2/25/2019","8:15:00","93"
"2/25/2019","8:17:30","79"
"2/25/2019","8:20:00","48"
"2/25/2019","8:22:30","50"
"2/25/2019","8:25:00","94"
"2/25/2019","8:27:30","85"
"2/25/2019","8:30:00","36"
"2/25/2019","8:32:30","83"
"2/25/2019","8:35:00","40"
"2/25/2019","8:37:30","25"
"2/25/2019","8:40:00","8"
"2/25/2019","8:42:30","42"
"2/25/2019","8:45:00","6"
"2/25/2019","8:47:30","69"
"2/25/2019","8:50:00","39"
"2/25/2019","8:52:30","61"
"2/25/2019","8:55:00","19"
"2/25/2019","8:57:30","13"
"2/25/2019","9:00:00","61"
"2/25/2019","9:02:30","97"
"2/25/2019","9:05:00","90"
"2/25/2019","9:07:30","64"
"2/25/2019","9:10:00","44"
"2/25/2019","9:12:30","77"
"2/25/2019","9:15:00","67"
"2/25/2019","9:17:30","98"
"2/25/2019","9:20:00","71"
"2/25/2019","9:22:30","43"
"2/25/2019","9:25:00","9"
"2/25/2019","9:27:30","89"
"2/25/2019","9:30:00","76"
"2/25/2019","9:32:30","26"
"2/25/2019","9:35:00","27"
"2/25/2019","9:37:30","25"
"2/25/2019","9:40:00","94"
"2/25/2019","9:42:30","81"
"2/25/2019","9:45:00","61"
"2/25/2019","9:47:30","93"
"2/25/2019","9:50:00","74"
"2/25/2019","9:52:30","18"
"2/25/2019","9:55:00","57"
"2/25/2019","9:57:30","70"
"2/25/2019","10:00:00","89"
"2/25/2019","10:02:30","51"
"2/25/2019","10:05:00","23"
"2/25/2019","10:07:30","40"
"2/25/2019","10:10:00","80"
"2/25/2019","10:12:30","89"
"2/25/2019","10:15:00","41"
"2/25/2019","10:17:30","10"
"2/25/2019","10:20:00","41"
"2/25/2019","10:22:30","64"
"2/25/2019","10:25:00","42"
"2/25/2019","10:27:30","9"
"2/25/2019","10:30:00","93"
"2/25/2019","10:32:30","11"
"2/25/2019","10:35:00","5"
"2/25/2019","10:37:30","89"
"2/25/2019","10:40:00","17"
"2/25/2019","10:42:30","66"
"2/25/2019","10:45:00","99"
"2/25/2019","10:47:30","33"
"2/25/2019","10:50:00","75"
"2/25/2019","10:52:30","13"
"2/25/2019","10:55:00","4"
"2/25/2019","10:57:30","26"
"2/25/2019","11:00:00","72"
"2/25/2019","11:02:30","78"
"2/25/2019","11:05:00","51"
"2/25/2019","11:07:30","100"
"2/25/2019","11:10:00","6"
"2/25/2019","11:12:30","68"
"2/25/2019","11:15:00","51"
"2/25/2019","11:17:30","78"
"2/25/2019","11:20:00","47"
"2/25/2019","11:22:30","75"
"2/25/2019","11:25:00","11"
"2/25/2019","11:27:30","70"
"2/25/2019","11:30:00","91"
"2/25/2019","11:32:30","29"
"2/25/2019","11:35:00","1"
"2/25/2019","11:37:30","41"
"2/25/2019","11:40:00","46"
"2/25/2019","11:42:30","14"
"2/25/2019","11:45:00","72"
"2/25/2019","11:47:30","43"
"2/25/2019","11:50:00","54"
"2/25/2019","11:52:30","37"
"2/25/2019","11:55:00","82"
"2/25/2019","11:57:30","96"
"2/25/2019","12:00:00","58"
"2/25/2019","12:02:30","72"
"2/25/2019","12:05:00","26"
"2/25/2019","12:07:30","12"
"2/25/2019","12:10:00","27"
"2/25/2019","12:12:30","64"
"2/25/2019","12:15:00","58"
"2/25/2019","12:17:30","71"
"2/25/2019","12:20:00","5"
"2/25/2019","12:22:30","21"
"2/25/2019","12:25:00","23"
"2/25/2019","12:27:30","0"
